pid,zipcode,own_occ,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,population,pop_density,median_income,city_state,av_total
66090,2132,Y,7800,1955,2012,1540,1,R,RN,G,M,6,3,2,1,M,1,M,W,C,2,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",634600
66100,2124,Y,3208,1995,0,1440,2,R,SD,G,F,6,3,2,0,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",258830.6728
66110,2131,Y,6000,1930,1950,1392,2,R,CL,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",323800
66120,2136,Y,6500,1950,1982,1200,1,R,CP,G,M,7,3,1,0,S,1,S,F,C,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",334416.6384
66130,2130,Y,5233,1925,2011,1236,1,R,BW,G,M,4,2,1,1,M,1,M,F,N,1,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",436000
66140,2136,Y,8612,1960,0,1338,1,R,RR,G,M,8,3,2,0,S,1,S,W,N,1,A,A,A,N,G,2136,28488,6207,58890,"Hyde Park, MA",297400
66150,2132,Y,4160,1950,0,1120,1,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",380600
66160,2130,Y,7686,1920,0,1804,2,R,CL,G,F,6,3,1,1,N,1,N,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",776600
66170,2136,Y,4400,1955,0,1008,1,R,CP,G,M,7,4,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",275228.8142
66180,2124,Y,3563,1900,0,2258,2,R,CL,G,M,13,7,2,0,M,1,M,W,N,0,G,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",435100
66190,2124,Y,4160,1940,0,1056,2,R,CL,G,M,7,3,1,1,N,1,N,W,N,1,A,A,F,N,A,2124,47783,15913,48841,"Dorchester Center, MA",266197.3555
66200,2132,Y,4768,1929,0,1809,1.5,R,CV,H,M,8,4,1,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",458780.5629
66210,2132,Y,10044,1960,2002,2175,1,R,RR,G,W,6,3,1,1,M,1,M,W,C,0,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",585443.5928
66220,2132,Y,4068,1929,0,988,1,R,BW,G,M,5,2,1,1,S,1,S,F,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",331900
66230,2136,Y,6910,1950,0,1152,1,R,RN,H,M,11,5,2,0,M,2,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",325400
66240,2136,Y,6842,1960,0,1008,1,R,RN,G,W,6,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",268600
66250,2131,Y,5576,1950,0,1372,1,R,CP,G,M,5,2,1,0,M,1,S,W,N,1,G,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",437700
66260,2132,Y,6000,1990,0,1711,2,R,CL,G,M,9,3,1,1,S,1,S,W,N,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",545700
66270,2132,Y,10000,1875,2012,1900,2,R,CL,G,M,8,2,2,1,S,1,S,F,N,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",601400
66280,2124,Y,4020,1890,0,2728,2,R,CL,H,M,8,5,1,0,M,1,S,W,N,0,A,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",404561.6569
66290,2132,Y,4829,1950,2011,1716,2,R,CL,G,C,9,3,2,1,M,1,M,W,C,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",572778.6258
66300,2132,Y,19264,1943,0,1306,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",443100
66310,2132,Y,6775,1915,0,2220,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,G,N,G,2132,36314,13251,75446,"Cambridge, MA",644100
66320,2130,Y,9000,1984,0,1444,1,R,RR,G,M,12,4,2,0,S,2,S,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",631900
66330,2130,Y,6014,1890,0,2120,2,R,CL,H,M,8,4,2,0,S,1,S,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",741800
66340,2124,Y,4684,1905,0,3146,2.5,R,CL,G,M,12,5,2,0,S,2,S,F,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",262700
66350,2131,N,6640,1950,0,713,1,R,CP,G,W,4,2,1,0,S,1,N,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",305200
66360,2132,Y,5364,1910,0,1344,2,R,CL,H,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",431335.4999
66370,2132,Y,11533,1918,0,3927,2.5,R,CL,G,S,11,6,1,1,S,1,S,W,C,2,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",888600
66380,2136,Y,4982,1920,2008,1410,1.5,R,CV,G,V,6,2,1,1,S,1,S,F,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",320800
66390,2132,Y,6483,1938,2013,1562,2,R,CL,G,W,8,3,1,1,S,1,M,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",520500
66400,2131,Y,5822,1940,0,1075,1,R,CP,G,W,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",412000
66410,2131,Y,5220,1957,0,1484,1,R,CP,G,M,5,3,1,1,S,1,S,W,N,1,A,G,A,N,A,2131,29826,11505,66735,"Roslindale, MA",440900
66420,2132,N,3200,1965,1974,1410,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",376200
66430,2136,Y,8121,1930,0,1297,1.5,R,CP,G,A,6,2,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",332139.3175
66440,2131,Y,4250,1914,2004,1576,2,R,CL,G,M,7,3,1,0,S,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",418676.5029
66450,2124,Y,6625,1910,0,2275,2,R,CL,G,W,9,6,2,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",379500
66460,2132,Y,4597,1935,0,1334,2,R,CL,H,M,7,3,1,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",412599.9894
66470,2136,Y,8586,1940,0,1024,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",332600
66480,2136,Y,5000,1940,0,1348,1.5,R,CP,G,W,7,2,1,1,N,1,N,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",271900
66490,2131,Y,4800,1911,0,1564,2,R,CL,L,M,7,4,1,1,N,1,N,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",410800
66500,2136,Y,5620,2002,NA,1344,2,R,CL,G,M,8,3,1,1,M,1,M,W,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",376100
66510,2131,Y,3660,1925,0,1337,2,R,CL,L,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",407900
66520,2131,Y,3820,1950,0,1636,2,R,CL,H,M,8,4,1,0,M,1,M,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",439448.4753
66530,2124,Y,4448,2000,NA,1550,2.5,R,SD,G,M,7,3,1,1,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",237600
66540,2131,Y,5836,1950,2015,1075,1,R,CP,G,M,8,4,1,1,S,1,M,W,N,1,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",398100
66550,2124,Y,6766,1925,0,1224,1.5,R,CP,S,M,7,3,2,1,S,1,M,W,D,2,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",401022.4845
66560,2124,Y,3998,1901,1985,1854,2,R,CL,G,M,8,3,1,0,S,1,S,F,N,1,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",363934.2049
66570,2136,N,6465,1995,0,1500,2,R,CL,G,M,8,4,2,1,M,1,M,F,N,1,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",398500
66580,2132,N,6870,1920,0,2601,2,R,TD,G,B,7,4,2,1,N,1,N,F,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",632500
66590,2136,Y,6384,1880,0,1973,1.5,R,CV,G,M,9,5,1,1,N,1,N,W,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",372500
66600,2132,Y,4949,1960,2008,1726,1,R,RR,G,M,6,3,2,0,M,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",376516.1382
66610,2124,Y,5135,2004,NA,1600,2,R,CL,G,F,6,3,1,1,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",377059.6147
66620,2136,N,5979,1900,0,1466,2,R,CL,G,M,7,3,1,0,S,1,S,F,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",363100
66630,2131,Y,3376,1959,0,1135,1,R,CP,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",347300
66640,2124,Y,3200,1915,0,1840,2,R,CL,H,W,8,4,1,1,M,1,M,W,N,0,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",484400
66650,2136,Y,2326,1910,0,1374,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",268193.1279
66660,2132,Y,5600,1955,0,832,1,R,CP,G,W,4,1,2,0,S,1,S,F,N,0,A,A,A,N,F,2132,36314,13251,75446,"Cambridge, MA",365000
66670,2131,Y,4872,1932,0,1623,1,R,BW,G,M,7,4,2,0,S,1,S,W,N,1,A,A,A,N,G,2131,29826,11505,66735,"Roslindale, MA",358900
66680,2130,N,2143,1905,0,2245,2,R,CL,G,F,9,2,1,1,S,1,S,F,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",663700
66690,2132,Y,6000,1989,0,1740,2,R,CL,G,M,7,4,2,1,S,1,S,F,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",478200
66700,2136,Y,3180,1945,2002,1428,2,R,CL,G,M,7,4,2,0,M,1,M,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",357900
66710,2136,Y,2716,1919,0,991,1.5,R,CP,G,M,6,3,1,1,N,1,N,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",211574.1889
66720,2136,Y,6356,1940,0,1058,1,R,CP,G,W,7,2,1,0,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",341400
66730,2124,Y,3298,1900,0,2118,2,R,CL,G,M,7,4,1,0,N,1,S,F,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",357600
66740,2132,Y,5600,1920,0,1584,2,R,CL,H,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",460000
66750,2132,Y,4610,1925,2016,2400,1.5,R,CV,G,C,7,4,3,0,M,1,M,F,C,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",712900
66760,2136,Y,6081,1992,0,1738,2,R,CL,G,F,8,4,2,1,S,1,S,W,N,0,F,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",366400
66770,2124,Y,4750,1885,0,1742,2,R,CL,G,A,7,3,1,0,S,1,S,W,C,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",241600
66780,2130,Y,1500,1860,2005,1134,2,R,CL,G,W,6,3,1,0,M,1,M,F,C,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",445177.0648
66790,2132,Y,4445,1955,0,1080,1,R,RN,G,W,5,3,2,0,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",416100
66800,2136,Y,7678,1960,NA,1296,2,R,CL,G,M,7,2,1,1,S,1,S,W,N,0,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",359500
66810,2136,Y,5734,1925,0,1456,1,R,BW,G,W,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",323836.1184
66820,2132,Y,8605,1948,1975,1635,1.5,R,CP,G,M,7,4,1,1,N,1,N,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",458900
66830,2131,Y,4846,1925,2005,1859,2.5,R,CL,G,W,8,3,1,1,S,1,S,W,N,0,G,G,A,N,A,2131,29826,11505,66735,"Roslindale, MA",519913.4273
66840,2136,Y,8995,1940,0,1620,2,R,CL,H,M,10,4,2,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",406400
66850,2124,N,1485,1950,0,952,2,R,RM,G,M,5,2,1,1,S,1,S,F,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",239678.0313
66860,2131,Y,5775,1930,0,1560,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,A,F,F,N,A,2131,29826,11505,66735,"Roslindale, MA",369313.7567
66870,2136,Y,5180,1970,2010,1360,1.5,R,CP,G,M,4,2,1,0,S,1,M,W,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",347900
66880,2136,N,3160,1955,0,1007,2,R,SD,G,M,5,2,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",266200
66890,2136,Y,5000,1955,2014,1160,1,R,RN,H,W,6,2,1,0,S,1,M,W,C,1,A,A,A,N,G,2136,28488,6207,58890,"Hyde Park, MA",317512.4561
66900,2132,Y,4576,1900,2015,1991,2,R,CL,G,M,10,5,3,0,M,1,M,W,N,1,A,G,G,N,F,2132,36314,13251,75446,"Cambridge, MA",616800
66910,2131,Y,5362,1920,0,1425,2,R,CL,H,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",447889.6444
66920,2132,Y,6000,1960,0,1538,1,R,RR,G,M,8,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",348100
66930,2124,Y,5818,1955,1994,1277,1,R,RN,G,M,6,2,1,0,S,1,S,W,C,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",321700
66940,2132,Y,6900,1960,0,1961,1,R,RN,G,W,6,3,3,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",419400
66950,2136,Y,4595,1960,2015,1560,2,R,CL,G,A,6,3,2,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",352600
66960,2136,Y,2728,1935,1975,801,1,R,CP,G,M,5,3,1,0,S,1,S,W,N,0,A,A,A,N,F,2136,28488,6207,58890,"Hyde Park, MA",247300
66970,2131,Y,3680,1910,0,1837,2,R,CL,G,M,8,4,2,1,N,1,N,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",341200
66980,2131,Y,6545,1935,0,2279,2.5,R,CL,G,M,9,3,1,1,M,1,M,W,N,2,G,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",642400
66990,2132,Y,5083,1920,0,1767,1,R,BW,H,W,7,4,2,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",476700
67000,2124,Y,3200,1897,0,1704,2,R,CL,H,A,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",339700
67010,2130,Y,12423,1920,0,2413,2.5,R,CL,G,W,7,4,2,1,S,1,S,W,N,1,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",879400
67020,2124,Y,3375,1920,0,2045,2,R,CL,G,M,8,4,1,2,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",302900
67030,2124,Y,3154,1920,0,1490,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",412900
67040,2132,Y,15900,1925,2014,3690,2.5,R,CL,G,F,9,3,3,1,M,1,L,W,C,3,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",1080600
67050,2132,Y,4649,1950,1990,1201,1,R,CP,G,M,7,3,2,0,S,1,M,F,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",406400
67060,2124,Y,6907,1950,0,1184,1,R,RN,G,W,5,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",336200
67070,2136,Y,4267,1910,0,1664,2,R,CL,G,B,8,4,1,0,N,1,N,W,N,0,G,G,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",351500
67080,2136,Y,5890,1960,0,2216,1,R,RN,G,M,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",352138.9622
67090,2132,Y,4993,1933,0,1353,2,R,CL,G,B,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",377300
67100,2136,Y,5000,1950,0,1075,1,R,CP,G,W,6,3,1,0,S,1,S,W,N,0,F,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",299432.1645
67110,2131,N,6000,1970,2010,1400,2,R,CL,G,W,7,3,1,1,M,1,S,P,C,1,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",494600
67120,2136,Y,6006,1950,0,1708,1,R,RR,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",311748.2666
67130,2132,Y,8450,1950,0,1193,1,R,CP,G,W,8,3,2,0,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",422000
67140,2132,N,4400,1940,2004,960,1,R,RN,G,M,5,2,1,0,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",355200
67150,2131,Y,2585,1907,0,1703,2,R,CL,G,M,9,4,1,0,M,1,M,F,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",441475.3739
67160,2136,Y,7412,1955,0,1440,2,R,CL,G,M,5,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",355583.1144
67170,2136,Y,6000,1997,0,1530,2,R,CL,G,M,7,4,1,1,S,1,M,P,C,1,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",359000
67180,2132,Y,5000,1917,0,1422,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",455400
67190,2131,Y,7513,1960,0,1224,1.5,R,CP,G,W,6,3,2,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",325800
67200,2132,Y,8390,1930,0,1680,2,R,CL,H,M,8,4,1,1,S,1,S,W,N,1,A,A,A,N,G,2132,36314,13251,75446,"Cambridge, MA",524886.8922
67210,2132,Y,5500,1923,0,1596,2,R,CL,G,W,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",490900
67220,2132,Y,4131,1925,0,1160,1.5,R,CP,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",356951.4002
67230,2132,Y,4111,1960,0,1306,1.5,R,CP,S,A,9,3,3,0,S,2,M,W,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",417300
67240,2131,Y,8400,1890,1989,1376,2,R,CL,G,F,6,3,1,0,S,1,M,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",492000
67250,2132,N,5125,1920,2016,1114,1,R,BW,H,M,6,2,1,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",399000
67260,2130,Y,5279,1930,1982,2861,2,R,CL,H,W,8,4,2,1,S,1,S,W,D,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",968200
67270,2130,N,4630,1905,2007,2684,2,R,CL,G,F,8,3,2,1,M,1,M,F,C,0,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",961770.4861
67280,2136,Y,6695,1880,1990,2145,2,R,CL,G,A,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",395111.7605
67290,2132,Y,9020,1988,0,2421,2,R,CL,G,B,10,3,2,1,M,1,M,P,C,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",676600
67300,2132,Y,4500,1952,0,1238,1.5,R,CP,G,M,7,3,2,0,M,1,M,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",446500
67310,2131,Y,4800,1925,0,854,1,R,BW,H,W,5,1,1,0,N,1,N,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",265600
67320,2136,Y,5775,1950,0,1276,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",320293.2092
67330,2136,Y,6382,1950,2010,1507,1,R,RR,G,M,6,3,2,0,M,1,S,F,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",308947.4767
67340,2131,Y,5475,1930,0,1118,2,R,CL,G,M,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",405100
67350,2132,Y,7672,1915,0,1750,2,R,CL,H,B,8,3,1,1,S,1,S,W,N,1,A,A,A,N,G,2132,36314,13251,75446,"Cambridge, MA",557414.9032
67360,2124,Y,5964,1900,0,2448,2,R,CL,G,M,11,5,1,0,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",440500
67370,2132,N,4692,1910,2016,1276,2,R,CP,G,M,6,3,2,0,M,1,M,E,C,0,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",386600
67380,2136,Y,5000,1970,0,1668,2,R,CL,G,M,5,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",340100
67390,2124,N,4380,1890,0,1790,2,R,CL,G,M,9,4,1,2,S,1,S,F,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",324400
67400,2132,Y,9809,1920,2006,3542,2,R,CL,G,B,8,4,2,1,M,1,M,W,C,2,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",913877.5275
67410,2131,Y,2582,1987,0,1252,2,R,RM,G,B,5,2,1,1,S,1,S,W,N,1,A,A,A,N,F,2131,29826,11505,66735,"Roslindale, MA",368473.1424
67420,2131,Y,5000,1915,0,1676,2,R,CL,G,M,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",451800
67430,2124,Y,2918,1991,0,1350,2,R,SD,H,M,5,3,2,0,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",295114.0214
67440,2136,Y,5840,1955,0,960,1,R,RN,G,A,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",240900
67450,2132,Y,5187,1935,0,1536,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",458800
67460,2124,Y,4500,1935,1998,1934,2,R,CL,G,F,7,2,1,1,M,1,M,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",440400
67470,2136,Y,6600,1920,0,1912,2,R,CL,H,W,7,3,1,1,S,1,S,W,N,0,F,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",344300
67480,2131,Y,1366,1950,0,952,2,R,RM,G,M,5,3,1,1,N,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",257200
67490,2132,Y,4651,1924,0,1600,2,R,CL,G,A,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",406100
67500,2124,Y,4887,1990,0,1549,1,R,RR,G,M,5,3,2,0,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",286100
67510,2132,Y,3800,1920,0,1550,1.5,R,BW,G,M,8,3,2,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",395297.5611
67520,2136,Y,5117,1950,0,1008,1,R,CP,G,M,6,2,1,0,M,1,M,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",324300
67530,2131,Y,5000,1910,0,2057,2,R,CL,L,W,8,3,2,1,M,1,M,W,N,0,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",527900
67540,2132,N,6309,1935,2016,2074,2,R,CL,G,W,8,4,2,1,M,1,M,W,N,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",657900
67550,2136,Y,4963,1950,0,1296,2,R,CL,L,M,7,2,1,1,M,1,M,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",347189.3921
67560,2132,Y,6000,1960,0,1726,1,R,RR,G,M,8,4,2,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",357700
67570,2124,Y,3193,1935,0,1536,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",334100
67580,2136,Y,5000,1910,1982,1512,2,R,CL,G,M,7,4,1,1,S,1,N,F,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",361000
67590,2136,Y,5010,1998,0,1456,2,R,CL,G,M,6,3,1,1,M,1,M,F,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",353800
67600,2136,Y,4738,1955,0,1399,1,R,RN,G,W,5,3,1,0,S,1,S,W,N,1,A,A,G,N,G,2136,28488,6207,58890,"Hyde Park, MA",303591.8994
67610,2136,Y,6069,1870,2000,1850,2,R,CL,G,W,6,3,2,0,S,1,M,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",399000
67620,2131,Y,5001,1960,0,864,1,R,RN,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",320200
67630,2124,Y,4150,1950,0,1101,1,R,CP,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",412900
67640,2136,Y,4276,1955,0,968,1,R,RN,G,M,5,3,1,0,S,1,S,W,N,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",311200
