pid,zipcode,own_occ,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,population,pop_density,median_income,city_state,av_total
64530,2136,Y,4979,1920,2016,2335,2,R,CV,G,M,7,4,2,1,M,1,M,F,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",396964.819
64540,2132,Y,11040,1915,0,2497,3,R,CL,M,W,9,4,1,1,S,1,S,F,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",658000
64550,2136,Y,5415,1960,0,864,1,R,RN,G,W,5,3,1,0,N,1,N,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",248400
64560,2131,Y,6895,1930,0,1918,2.5,R,CL,G,F,8,5,2,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",555200
64570,2131,Y,9021,1924,0,2300,2,R,CL,L,W,8,3,1,2,S,1,S,W,C,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",589515.8573
64580,2132,Y,6097,1925,0,1404,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,1,F,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",404000
64590,2132,N,6175,1925,1990,1379,1,R,BW,G,W,5,2,1,0,S,1,S,W,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",423100
64600,2136,Y,4979,1985,0,1596,2,R,CL,G,M,10,4,2,1,M,1,M,W,C,2,A,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",463254.9646
64610,2132,Y,6269,1955,0,1320,1,R,RN,G,M,5,2,1,0,S,1,S,F,C,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",391400
64620,2132,Y,5500,1938,0,1586,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",462307.7849
64630,2136,Y,4620,1950,0,1408,2,R,CL,G,M,7,3,1,0,S,1,S,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",270100
64640,2136,Y,4912,1950,2000,1114,1,R,RN,G,W,6,3,1,0,M,1,M,W,N,1,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",358500
64650,2132,Y,4166,1926,1970,1125,1,R,BW,H,M,5,2,1,0,M,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",399100
64660,2131,Y,4250,1920,0,1480,2,R,CL,G,M,7,4,1,1,N,1,M,W,C,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",427788.9157
64670,2136,Y,6300,1954,0,1514,1,R,RR,G,M,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",293300
64680,2131,Y,4550,1920,0,1881,2.5,R,CL,G,F,9,4,2,1,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",472800
64690,2132,Y,4750,1900,0,1224,1.5,R,CV,G,M,6,3,2,0,S,1,S,W,N,1,A,A,F,N,A,2132,36314,13251,75446,"Cambridge, MA",275200
64700,2124,Y,5550,1892,0,1888,2,R,CL,G,W,8,5,1,0,S,1,S,F,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",343900
64710,2132,Y,5000,1934,2007,1554,2,R,CL,G,M,7,3,2,1,S,1,M,W,C,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",509500
64720,2131,Y,6750,1950,NA,962,1,R,RN,G,M,8,3,1,0,M,1,S,W,N,0,G,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",394500
64730,2132,Y,6625,2007,NA,2946,2,R,CL,G,F,9,4,2,1,L,1,L,F,C,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",798146.2784
64740,2136,Y,5930,1910,2000,2441,2,R,VT,G,F,10,6,1,0,M,1,M,W,N,1,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",454000
64750,2132,Y,4988,1989,2008,1640,2,R,CL,G,M,8,4,1,1,S,1,S,E,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",435000
64760,2132,Y,6008,1960,0,1557,1.5,R,CP,G,M,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",410100
64770,2132,Y,3160,1970,0,1536,2,R,CL,G,M,9,4,1,1,N,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",412600
64780,2124,N,3784,1890,0,1980,2,R,CL,G,M,9,4,1,1,M,1,M,F,C,0,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",365800
64790,2136,Y,6600,1935,0,1141,1.5,R,CP,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",342000
64800,2132,Y,5000,1910,2014,2688,2.5,R,CL,G,A,9,5,2,1,M,1,M,F,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",672200
64810,2132,Y,3973,1929,2004,1308,2,R,CL,G,M,6,2,2,0,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",410382.79
64820,2132,Y,7040,1950,0,1260,1,R,CP,G,M,7,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",404375.6665
64830,2132,Y,8000,1966,0,3494,1,R,RR,H,B,12,6,4,0,S,2,M,F,C,2,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",597800
64840,2132,Y,10625,1938,1994,1274,2,R,CL,G,M,8,3,1,1,S,1,M,F,C,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",598100
64850,2132,Y,6015,1920,0,1694,2,R,CL,H,M,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",545600
64860,2132,Y,5425,1920,0,1488,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",431375.5816
64870,2136,Y,4801,1931,0,1750,2,R,CL,G,M,7,4,1,1,S,1,M,W,N,0,G,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",438600
64880,2131,Y,5500,1945,0,1498,1.5,R,CP,S,M,7,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",415100
64890,2124,Y,3600,1920,2013,2341,2,R,CL,H,F,11,6,1,1,S,1,S,W,C,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",299800
64900,2136,Y,4601,1945,0,1008,1,R,CP,L,M,7,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",282300
64910,2136,Y,5000,1910,0,2157,1.5,R,CL,G,P,8,4,2,0,S,1,N,F,N,0,A,A,F,N,A,2136,28488,6207,58890,"Hyde Park, MA",247468.8972
64920,2132,Y,7300,1950,0,1772,2,R,CL,L,U,7,3,1,0,S,1,S,W,N,2,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",432700
64930,2136,Y,1627,1899,0,1064,1.5,R,CV,G,W,5,3,1,0,S,1,S,W,N,0,A,A,A,N,F,2136,28488,6207,58890,"Hyde Park, MA",224113.7355
64940,2136,Y,6153,1964,0,1826,2,R,CL,G,W,7,4,1,1,S,1,M,F,C,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",408094.2433
64950,2131,Y,4250,1920,2013,2100,2,R,CL,G,W,8,4,1,1,S,1,M,W,N,1,A,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",572421.6572
64960,2132,Y,12720,1955,0,1274,2,R,CL,G,W,6,3,1,1,S,1,S,F,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",495863.1981
64970,2124,Y,3743,1880,0,1766,2,R,CL,H,M,9,6,1,1,M,1,M,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",383000
64980,2132,Y,5443,1928,0,1540,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",486400
64990,2132,Y,6000,1930,2015,2187,2,R,CL,G,M,8,3,1,1,S,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",581700
65000,2124,Y,4996,1920,0,1482,2,R,CL,G,W,8,4,1,0,S,1,M,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",377104.7434
65010,2132,Y,4770,1940,0,744,1,R,CP,G,W,4,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",318000
65020,2130,Y,4192,1880,2014,1404,2,R,CL,M,F,6,3,1,1,M,1,M,F,N,0,G,G,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",855954
65030,2131,N,5625,1885,0,1794,2,R,CL,G,M,6,3,1,1,M,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",483852.739
65040,2131,Y,8152,1928,0,1520,2,R,CL,H,M,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",465400
65050,2136,Y,1450,1900,0,806,1,R,CP,G,W,6,2,1,0,N,1,S,F,N,0,F,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",197310.4664
65060,2124,Y,1997,2005,NA,1514,2,R,CL,G,F,7,3,1,1,M,1,M,W,N,0,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",356024.0146
65070,2124,Y,3680,1935,0,1627,2,R,CL,G,M,6,2,1,1,S,1,S,W,C,1,A,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",542400
65080,2132,N,9545,1960,2012,1279,1,R,RN,G,W,5,3,1,1,S,1,M,W,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",489400
65090,2136,Y,5439,1945,0,1276,2,R,CL,H,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",307900
65100,2131,Y,4760,1910,1984,2173,2.5,R,CL,G,M,10,3,2,1,S,1,S,F,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",480152.0132
65110,2136,Y,4500,1940,1957,1189,1.5,R,CP,G,M,5,2,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",298430.8872
65120,2132,Y,4947,1925,0,1661,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",497400
65130,2136,Y,7775,1925,0,1920,2,R,CL,G,M,8,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",378000
65140,2130,Y,1320,1890,0,1338,2,R,RE,F,W,4,2,1,1,S,1,S,F,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",542100
65150,2124,Y,4061,1940,1998,1144,2,R,CL,G,M,6,2,1,0,M,1,M,W,N,1,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",482500
65160,2132,Y,8000,1920,2011,2648,2,R,CL,G,M,9,5,2,1,M,1,M,W,N,1,A,G,G,N,G,2132,36314,13251,75446,"Cambridge, MA",818500
65170,2136,Y,5716,1960,0,816,1,R,RN,G,M,5,3,1,0,S,1,N,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",264500
65180,2131,Y,4700,1920,0,1827,2,R,CL,G,W,7,3,1,1,M,1,M,F,C,1,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",549432.1967
65190,2130,Y,1266,1960,0,864,2,R,RM,G,W,4,2,1,0,S,1,S,F,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",350800
65200,2131,Y,5671,1958,0,1075,1,R,CP,G,M,5,3,1,1,M,1,M,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",376066.3283
65210,2132,Y,5469,1928,0,1300,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",419630.7561
65220,2132,Y,9368,1960,0,912,1,R,RN,G,W,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",341300
65230,2136,Y,5000,1940,2008,1178,2,R,CL,G,M,6,3,1,0,S,1,M,W,N,1,A,A,A,N,G,2136,28488,6207,58890,"Hyde Park, MA",315500
65240,2132,Y,4203,2001,NA,1448,2,R,CL,G,C,6,3,2,1,M,1,M,W,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",504100
65250,2124,Y,9000,1885,0,2380,2,R,CL,G,W,10,7,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",497500
65260,2131,Y,5100,1935,2003,2074,2,R,CL,L,W,7,3,2,1,S,1,M,W,N,1,G,G,G,N,G,2131,29826,11505,66735,"Roslindale, MA",609250.8593
65270,2131,Y,5000,1930,1989,2052,2,R,CL,G,W,9,5,1,1,M,1,M,W,N,0,A,G,G,N,A,2131,29826,11505,66735,"Roslindale, MA",562763.4709
65280,2131,Y,6600,1950,0,1360,1.5,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",400100
65290,2136,Y,5979,1955,2010,950,1,R,RN,G,M,6,3,1,0,N,1,M,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",269419.4358
65300,2132,Y,7297,1984,0,1469,1.5,R,CP,S,M,6,3,1,1,S,1,S,W,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",472482.0825
65310,2131,Y,4300,1920,0,1280,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",424400
65320,2132,Y,5616,1910,2013,1786,1.5,R,CP,G,M,9,3,2,0,M,1,M,F,C,0,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",499300
65330,2136,Y,5000,1910,1990,1432,2,R,CL,L,A,8,5,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",342800
65340,2136,Y,4057,1925,0,1626,2,R,CL,G,M,6,3,1,0,S,1,S,F,N,0,A,A,A,N,F,2136,28488,6207,58890,"Hyde Park, MA",282900
65350,2132,Y,5877,1964,0,1726,1,R,RR,G,M,7,3,2,0,S,2,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",358200
65360,2131,N,5068,1950,0,1334,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",405500
65370,2132,Y,7001,1909,2003,1625,1,R,BW,H,W,7,4,2,0,S,1,M,F,N,0,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",525000
65380,2132,Y,7125,1910,2004,2726,2,R,CL,G,W,10,4,3,1,M,1,M,F,C,2,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",853440.3614
65390,2132,N,5859,1960,0,1408,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",425852.5639
65400,2132,Y,5442,1963,2004,1739,1,R,RR,G,M,8,4,2,0,M,1,M,F,N,0,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",416873.2648
65410,2124,Y,5000,1935,0,1526,2,R,CL,G,W,7,4,1,1,S,1,M,W,N,1,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",369400
65420,2132,Y,5000,1910,0,1470,2,R,CL,H,W,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",442269.8696
65430,2131,Y,6000,1890,1998,2116,2,R,CL,H,F,8,4,1,1,S,1,S,F,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",527100
65440,2130,Y,5105,1960,2012,2500,2,R,CN,G,F,10,3,2,1,M,1,M,F,N,2,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",1000300
65450,2132,Y,6410,1920,0,3326,2.5,R,VT,H,S,8,4,3,1,S,1,S,W,N,1,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",916900
65460,2132,Y,5205,1950,2010,864,1,R,CP,G,M,4,2,1,0,S,1,S,W,N,1,A,A,G,N,A,2132,36314,13251,75446,"Cambridge, MA",361000
65470,2132,N,3896,1936,0,1494,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",394600
65480,2132,Y,5058,1910,2005,1763,2,R,CV,G,W,8,4,2,0,S,1,M,W,C,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",414300
65490,2136,Y,7000,1873,0,2212,2,R,VT,G,A,9,4,1,1,S,1,S,W,N,0,A,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",492545.6437
65500,2132,Y,4692,1932,1990,1352,2,R,CL,G,W,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",458900
65510,2124,Y,6300,1887,2015,2400,2,R,VT,G,W,8,4,3,1,M,1,M,F,C,2,G,G,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",666467.76
65520,2131,Y,5600,1905,0,1408,1.5,R,CP,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,F,2131,29826,11505,66735,"Roslindale, MA",334190.2327
65530,2131,Y,9550,1938,0,1306,1.5,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",439300
65540,2136,Y,4621,1955,0,1109,1,R,CP,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",295158.8762
65550,2124,Y,4800,1900,0,2230,2,R,CL,G,M,8,5,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",350442.9846
65560,2132,Y,6594,1961,2013,1469,1.5,R,CP,G,M,7,3,2,1,M,1,M,W,C,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",438937.7434
65570,2136,Y,7000,1950,0,1318,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,C,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",323300
65580,2136,Y,7592,1955,0,1781,1,R,RR,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",306800
65590,2136,Y,5133,1955,0,1224,1.5,R,CP,G,W,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",326555.81
65600,2124,Y,5500,1900,2011,2661,2.5,R,VT,G,W,12,4,2,1,M,1,M,F,C,1,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",619500
65610,2136,Y,2474,1960,0,2262,2,R,CL,H,B,11,3,1,1,S,1,S,W,N,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",345500
65620,2132,Y,4000,1950,0,1111,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",326200
65630,2136,Y,5375,1967,0,1306,1.5,R,CP,G,W,7,2,2,0,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",332200
65640,2132,Y,11400,1910,2002,2526,2.5,R,CL,G,F,9,4,2,1,S,1,S,W,N,2,G,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",705800
65650,2136,N,5252,1950,0,1149,1.5,R,CP,G,W,4,2,1,0,S,1,N,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",299900
65660,2136,Y,6213,1990,0,1620,2,R,CL,G,M,7,4,2,1,M,1,M,W,N,0,A,G,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",423600
65670,2132,Y,5032,1930,0,2583,2,R,CL,L,M,9,4,1,1,S,1,S,W,N,1,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",570600
65680,2130,Y,6420,1954,0,1410,1,R,RN,G,W,6,3,1,1,N,1,N,W,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",533837.3731
65690,2136,Y,5000,1880,0,1311,1.5,R,CV,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",310646.6972
65700,2136,Y,4051,1928,2011,1113,1,R,BW,H,W,5,3,2,0,S,1,M,W,N,1,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",312900
65710,2136,Y,4050,1950,0,900,1,R,RN,G,M,5,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",234000
65720,2132,Y,6011,1999,NA,2483,2,R,CL,G,F,9,3,2,1,S,1,S,F,C,1,A,G,G,N,A,2132,36314,13251,75446,"Cambridge, MA",623500
65730,2124,Y,5764,1950,0,976,1,R,RN,G,W,5,2,1,0,M,1,M,F,C,0,A,A,G,N,A,2124,47783,15913,48841,"Dorchester Center, MA",328633.1032
65740,2130,N,7133,1920,2010,2538,2,R,CL,H,B,9,4,2,1,M,1,M,W,N,1,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",922594.4756
65750,2132,Y,7562,1928,0,1296,2,R,CL,L,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",444500
65760,2132,Y,4602,1910,1991,1544,2,R,CL,L,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",414600
65770,2132,Y,6000,1929,1999,1778,2,R,CL,G,M,7,3,1,1,M,1,M,W,C,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",538600
65780,2130,N,4184,1890,2001,2114,2,R,CL,L,M,8,4,1,1,S,1,S,W,N,1,G,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",499700
65790,2131,N,5952,1884,2003,1138,2,R,CL,G,W,6,2,1,0,M,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",395400
65800,2131,Y,5880,1969,0,1372,2,R,CL,G,W,8,4,1,1,M,1,M,W,N,1,A,A,G,N,A,2131,29826,11505,66735,"Roslindale, MA",496900
65810,2132,Y,8280,1920,0,1460,1,R,BW,G,W,6,3,1,0,S,1,S,W,N,0,G,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",448129.78
65820,2130,Y,4573,1941,0,1520,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",472700
65830,2132,Y,4989,1955,0,1306,1.5,R,CP,G,W,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",367600
65840,2130,Y,6030,1928,1974,2240,2,R,CL,H,W,8,5,2,0,S,1,M,W,N,0,A,A,G,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",787085.94240000006
65850,2136,N,5000,1955,2011,1296,1.5,R,CP,G,W,7,3,2,1,S,1,M,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",348365.686
65860,2136,Y,5500,1935,0,1144,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,1,G,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",354500
65870,2131,Y,3820,1920,0,1279,1,R,CP,G,W,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",397200
65880,2136,Y,5638,1961,0,864,1,R,RN,G,M,5,2,1,0,S,1,S,W,C,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",246073.2544
65890,2132,Y,4603,1910,1996,1426,2,R,CL,H,M,7,3,1,1,N,1,M,F,N,0,A,A,A,N,A,2132,36314,13251,75446,"Cambridge, MA",354800
65900,2136,Y,6050,1955,0,1562,1,R,RN,G,V,7,2,1,1,S,1,S,F,N,2,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",328500
65910,2131,Y,7863,1955,0,1224,1.5,R,CP,G,M,6,3,1,1,N,1,N,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",403300
65920,2136,N,11702,1954,0,1968,1,R,RR,G,M,7,3,2,0,N,1,N,F,C,0,A,F,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",321900
65930,2136,Y,4800,1920,0,1484,1.5,R,CV,G,W,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",302996.1696
65940,2124,Y,4666,1935,0,1980,2,R,CL,G,W,8,5,1,1,S,1,S,W,N,0,A,A,A,N,A,2124,47783,15913,48841,"Dorchester Center, MA",342400
65950,2131,Y,5492,1910,2010,1809,1.5,R,CP,G,F,8,3,1,0,S,1,M,W,N,1,G,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",501600
65960,2136,Y,7600,1950,0,1075,1,R,CP,G,M,7,3,2,0,N,1,N,F,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",335000
65970,2130,Y,5775,1900,0,2081,2,R,CL,G,F,12,5,2,0,M,1,M,W,N,1,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",866100
65980,2136,Y,5470,1920,0,1144,2,R,CV,S,M,6,3,1,0,S,1,S,F,N,0,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",298257.1531
65990,2130,Y,6000,1935,1960,1843,2,R,CL,G,W,9,4,2,1,S,1,S,W,N,2,A,A,G,N,G,2130,35401,10618,75730,"Jamaica Plain, MA",725677.0125
66000,2136,Y,7408,1925,2013,1565,1,R,BW,H,M,8,4,2,0,M,1,M,W,C,0,A,A,G,N,A,2136,28488,6207,58890,"Hyde Park, MA",406500
66010,2131,Y,4000,1940,0,1812,1.5,R,BW,H,V,8,4,2,0,N,1,N,W,N,1,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",392977.7885
66020,2131,Y,4000,1925,0,1408,1.5,R,BW,G,M,8,3,1,0,S,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",293400
66030,2124,Y,5925,1900,0,2254,2,R,VT,G,W,10,5,1,1,N,1,N,W,N,1,A,A,A,N,G,2124,47783,15913,48841,"Dorchester Center, MA",550900
66040,2136,Y,3710,1965,0,1274,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",301720.2159
66050,2130,Y,5050,1930,0,2041,2,R,CL,G,B,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A,2130,35401,10618,75730,"Jamaica Plain, MA",647464.3886
66060,2131,Y,4365,1892,2009,1789,2.5,R,CL,G,A,5,2,2,0,M,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",447593.8629
66070,2131,Y,3570,1930,0,1632,2,R,CL,G,W,7,4,1,0,N,1,S,W,N,0,A,A,A,N,A,2131,29826,11505,66735,"Roslindale, MA",428600
66080,2136,Y,4790,1941,0,1375,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,2136,28488,6207,58890,"Hyde Park, MA",313500
