objectid,seating_interest_sidewalk,restaurant_name,bulding_number,street,borough,zip,business_address,sidewalk_dimensions_length,sidewalk_dimensions_width,sidewalk_dimensions_area,roadway_dimensions_length,roadway_dimensions_width,roadway_dimensions_area,approved_for_sidewalk_seating,approved_for_roadway_seating,qualify_alcohol,time_of_submission
6312,sidewalk,George Keeley,485,Amsterdam Avenue,Manhattan,10024,"485 Amsterdam Avenue, Manhattan, NY",20,12,240,,,,yes,no,yes,2020-06-29T20:37:00Z
4133,both,Katsuhama 55,43 West,55th street,Manhattan,10019,"43 West 55th street, Manhattan, NY",12,12,144,12,8,96,yes,yes,yes,2020-06-23T14:35:00Z
5804,sidewalk,Dokdoya,161-29,Crocheron Avenue,Queens,11358,"161-29  Crocheron Avenue, Queens, NY",145,13,1885,,,,yes,no,yes,2020-06-26T23:44:00Z
5241,both,Pollos Mario Restaurant,6201,Woodside Avenue,Queens,11377,"6201 Woodside Avenue, Queens, NY",56,8,448,56,8,448,yes,yes,yes,2020-06-25T16:28:00Z
8220,sidewalk,Miss Mamie Spoonbread Too,364-366,110th Street,Manhattan,10025,"364-366 110th Street, Manhattan, NY",30,12,360,,,,yes,no,yes,2020-07-13T23:06:00Z
7681,openstreets,Tinoï¿½s Delicatessen,2410,Arthur Avenue,Bronx,10458,"2410 Arthur Avenue, Bronx, NY",,,,,,,no,no,yes,2020-07-08T18:38:00Z
5666,both,EXITO BAR & LOUNGE CORP.,960,EAST 165TH STREET,Bronx,10459,"960 EAST 165TH STREET , Bronx, NY",100,15,1500,50,8,400,yes,yes,yes,2020-06-26T18:57:00Z
8582,both,fuji hana restaurant,512,ave u,Brooklyn,11223,"512 ave u, Brooklyn, NY",40,10,400,25,6,150,yes,yes,yes,2020-07-16T19:21:00Z
10109,both,Woorijip,12,West 32nd Street,Manhattan,10001,"12 West 32nd Street, Manhattan, NY",12,6,72,18,8,144,yes,yes,yes,2020-08-10T22:51:00Z
4063,both,Tartina,1034,Amsterdam Avenue,Manhattan,10025,"1034 Amsterdam Avenue, Manhattan, NY",40,5,200,56,8,448,yes,yes,yes,2020-06-23T03:46:00Z
2603,sidewalk,Panchitas Pace,709,5th Avenue,Brooklyn,11215,"709 5th Avenue, Brooklyn, NY",24,6,144,,,,yes,no,yes,2020-06-21T01:36:00Z
5153,both,Bareburger,3321,31st ave,Queens,11103,"3321 31st ave, Queens, NY",78,6,468,30,6,180,yes,yes,yes,2020-06-25T03:03:00Z
7310,both,Campania coal fired pizza,240,PAGE ave,Staten Island,10307,"240 PAGE ave, Staten Island, NY",30,7,210,20,8,160,yes,yes,yes,2020-07-05T21:29:00Z
7444,roadway,La Canoa Inc,651,ONDERDONK AVE,Queens,11385,"651  ONDERDONK AVE, Queens, NY",,,,40,8,320,no,yes,yes,2020-07-06T23:22:00Z
3665,sidewalk,Tone Cafe,265,Neptune ave,Brooklyn,11235,"265 Neptune ave, Brooklyn, NY",30,15,450,,,,yes,no,yes,2020-06-22T21:16:00Z
3582,both,CACIO E PEPE,182,2ND AVE,Manhattan,10003,"182 2ND AVE, Manhattan, NY",13,13,169,13,8,104,yes,yes,yes,2020-06-22T20:27:00Z
2783,sidewalk,Piccante,7214,3rd Avenue,Brooklyn,11209,"7214 3rd Avenue, Brooklyn, NY",10,10,100,,,,yes,no,yes,2020-06-21T17:35:00Z
7859,both,Lao Shen Hotpot Corp,16034,Northern Blvd,Queens,11358,"16034  Northern Blvd, Queens, NY",28,14,392,28,8,224,yes,yes,yes,2020-07-09T19:57:00Z
1988,sidewalk,"Calcio and Amici, Inc.",1786,Stillwell Ave.,Brooklyn,11223,"1786 Stillwell Ave., Brooklyn, NY",15,5,75,,,,yes,no,yes,2020-06-20T06:25:00Z
8173,both,ANGELO'S PIZZA,1697,BROADWAY,Manhattan,10019,"1697  BROADWAY, Manhattan, NY",15,8,120,15,8,120,yes,yes,yes,2020-07-13T18:22:00Z
8291,both,Balthazar Restaurant,80,Spring St,Manhattan,10012,"80 Spring St, Manhattan, NY",35,5,175,35,8,280,yes,yes,yes,2020-07-14T14:30:00Z
9894,both,ARNO RISTORANTE,141WEST,38TH STREET,Manhattan,10018,"141WEST 38TH STREET, Manhattan, NY",55,3,165,55,8,440,yes,yes,yes,2020-08-06T19:44:00Z
7800,both,t bar,1408,1278 third avenue,Manhattan,10021,"1408 1278 third avenue, Manhattan, NY",65,12,780,65,8,520,yes,yes,yes,2020-07-09T02:02:00Z
7496,both,Slush Astoria,3605,30 Ave,Queens,11103,"3605 30 Ave, Queens, NY",15,4,60,15,8,120,yes,yes,yes,2020-07-07T07:05:00Z
10285,both,Chingoo restaurant,373,Graham ave,Brooklyn,11211,"373 Graham ave, Brooklyn, NY",14,9,126,14,8,112,yes,yes,yes,2020-08-15T22:36:00Z
2428,both,The Meatball Shop Chelsea,200,Ninth Ave,Manhattan,10011,"200 Ninth Ave, Manhattan, NY",18,10,180,18,8,144,yes,yes,yes,2020-06-20T22:38:00Z
10712,both,ICE CREAM HOUSE ON 36,undefined,2 CHURCH AVENUE,Brooklyn,11218,"2 CHURCH AVENUE, Brooklyn, NY",40,10,400,70,8,560,yes,yes,no,2020-08-28T22:01:00Z
9356,both,Donna,27,Broadway,Brooklyn,11249,"27 Broadway, Brooklyn, NY",50,12,600,50,8,400,yes,yes,yes,2020-07-26T18:10:00Z
10046,sidewalk,Mally's Deli & Grocery corp.,199,Knickerbocker av,Brooklyn,11237,"199  Knickerbocker av , Brooklyn, NY",23,17,391,,,,yes,no,yes,2020-08-08T08:36:00Z
4406,roadway,Subject,188,Suffolk Street,Manhattan,10002,"188  Suffolk Street, Manhattan, NY",,,,24,8,192,no,yes,yes,2020-06-23T21:37:00Z
6876,roadway,18th Ward Brewing,300,Richardson Street,Brooklyn,11222,"300  Richardson Street, Brooklyn, NY",,,,35,8,280,no,yes,yes,2020-07-02T17:31:00Z
2773,sidewalk,queen vic pub,68,2nd avenue,Manhattan,10003,"68 2nd avenue, Manhattan, NY",20,7,140,,,,yes,no,yes,2020-06-21T17:01:00Z
6111,both,La Compagnie des Vins Surnaturels,249,Centre Street,Manhattan,10013,"249 Centre Street, Manhattan, NY",36,14,504,18,7,126,yes,yes,yes,2020-06-28T16:27:00Z
3292,both,Workshop,1415,2nd Avenue,Manhattan,10021,"1415  2nd Avenue, Manhattan, NY",11,7,77,11,4,44,yes,yes,yes,2020-06-22T17:03:00Z
4627,roadway,The Green Bottle,257,Columbia Street,Brooklyn,11231,"257 Columbia Street, Brooklyn, NY",,,,16,8,128,no,yes,yes,2020-06-24T01:55:00Z
6114,both,Wok88,1570,3rd avenue,Manhattan,10128,"1570 3rd avenue , Manhattan, NY",19,15,285,19,8,152,yes,yes,yes,2020-06-28T18:01:00Z
5195,both,Radiance Tea,208,E 50th Street,Manhattan,10022,"208 E 50th Street, Manhattan, NY",30,3,90,30,3,90,yes,yes,yes,2020-06-25T05:53:00Z
6376,both,El marquez,88-11,roosevelt ave,Queens,11372,"88-11 roosevelt ave, Queens, NY",3,8,24,20,8,160,yes,yes,yes,2020-06-29T23:03:00Z
9018,both,TULARCITO BAKERY LLC,1328,JEROME AVE,Bronx,10452,"1328 JEROME AVE, Bronx, NY",18,18,324,18,8,144,yes,yes,yes,2020-07-21T05:10:00Z
6580,both,Existing Conditions,35,West 8th Street,Manhattan,10011,"35 West 8th Street, Manhattan, NY",24,12,288,24,8,192,yes,yes,yes,2020-06-30T22:20:00Z
2643,both,Turks & Frogs,323,West 11th,Manhattan,10014,"323 West 11th, Manhattan, NY",10,4,40,10,8,80,yes,yes,yes,2020-06-21T02:31:00Z
9031,sidewalk,Miss Lily's,132,W Houston St,Manhattan,10012,"132 W Houston St, Manhattan, NY",42,9,378,,,,yes,no,yes,2020-07-21T19:08:00Z
3566,sidewalk,The Lobster Place,448,West 16th Street,Manhattan,10011,"448 West 16th Street, Manhattan, NY",44,5,220,,,,yes,no,yes,2020-06-22T20:17:00Z
3673,both,Pera Soho,54,Thompson Street,Manhattan,10012,"54 Thompson Street, Manhattan, NY",75,4,300,40,8,320,yes,yes,yes,2020-06-22T21:20:00Z
4167,both,Esme,999,Manhattan Avenue,Brooklyn,11222,"999  Manhattan Avenue, Brooklyn, NY",30,5,150,30,8,240,yes,yes,yes,2020-06-23T16:35:00Z
8377,sidewalk,I Love Paraguay Restaurant,43-16,Greenpoint Avenue,Queens,11104,"43-16 Greenpoint Avenue, Queens, NY",13,24,312,,,,yes,no,yes,2020-07-15T00:11:00Z
5171,roadway,Deninoï¿½s pizzeria and tavern,93,Macdougal,Manhattan,10012,"93 Macdougal , Manhattan, NY",,,,29,8,232,no,yes,yes,2020-06-25T03:58:00Z
8261,both,Numero 28,10712,70 th road,Queens,11375,"10712 70 th road, Queens, NY",15,8,120,15,8,120,yes,yes,yes,2020-07-14T01:31:00Z
2520,roadway,Malatesta Trattoria,649,Washington Street,Manhattan,10014,"649 Washington Street, Manhattan, NY",,,,72,17,1224,no,yes,yes,2020-06-20T23:57:00Z
5462,both,Juan Bar Restaurant,"96-15 D,E",Roosevelt ave,Queens,11368,"96-15 D,E Roosevelt ave, Queens, NY",20,8,160,20,8,160,yes,yes,yes,2020-06-25T23:07:00Z
3541,both,Reichenbach Hall,5,W 37 ST,Manhattan,10018,"5  W 37 ST, Manhattan, NY",32,4,128,32,8,256,yes,yes,yes,2020-06-22T20:08:00Z
8557,openstreets,al di la Trattoria,248,Fifth avenue,Brooklyn,11215,"248  Fifth avenue, Brooklyn, NY",,,,,,,no,no,yes,2020-07-16T18:01:00Z
3037,sidewalk,M Shanghai,292,Grand Street,Brooklyn,11211,"292 Grand Street, Brooklyn, NY",16,25,400,,,,yes,no,yes,2020-06-22T00:18:00Z
9848,both,Batard,239,239 West Broadway,Manhattan,10013,"239 239 West Broadway, Manhattan, NY",30,8,240,20,8,160,yes,yes,yes,2020-08-05T21:48:00Z
7972,both,andalucia bar lounge,13 36,bushwick ave,Brooklyn,11207,"13 36 bushwick ave, Brooklyn, NY",28,8,224,25,8,200,yes,yes,yes,2020-07-10T03:46:00Z
2541,both,The Pomeroy,3612,Ditmars Blvd,Queens,11105,"3612  Ditmars Blvd, Queens, NY",18,8,144,18,8,144,yes,yes,yes,2020-06-21T00:19:00Z
9204,both,Nuevo Esmeralda's Restaurant Corp.,1497,Myrtle Avenue,Brooklyn,11237,"1497 Myrtle Avenue, Brooklyn, NY",30,18,540,30,5,150,yes,yes,yes,2020-07-23T21:02:00Z
4036,sidewalk,Ollies Noodle Shop & Grille,2705,Broadway,Manhattan,10025,"2705 Broadway, Manhattan, NY",34,11,374,,,,yes,no,yes,2020-06-23T03:02:00Z
10745,roadway,SLICE &amp; CO,undefined,3439 EAST TREMONT AVENUE,Bronx,10465,"3439 EAST TREMONT AVENUE, Bronx, NY",,,,52,8,416,no,yes,yes,2020-08-30T23:36:00Z
6401,both,Rai Ra Ken,218,E 10th St,Manhattan,10003,"218 E 10th St, Manhattan, NY",21,15,315,21,8,168,yes,yes,yes,2020-06-30T00:06:00Z
6097,both,SILVESTRE DE LA CRUZ,938,4TH AVENUE,Brooklyn,11232,"938 4TH AVENUE, Brooklyn, NY",78,8,624,78,8,624,yes,yes,yes,2020-06-28T05:26:00Z
5482,both,Subject,188,Suffolk Street,Manhattan,10002,"188 Suffolk Street, Manhattan, NY",24,4,96,24,8,192,yes,yes,yes,2020-06-25T23:38:00Z
10138,both,Lima 33,254-04,Northern Blvd,Queens,11362,"254-04 Northern Blvd, Queens, NY",46,6,276,47,8,376,yes,yes,yes,2020-08-11T21:28:00Z
7894,openstreets,Pastis,52-56,Gansevoort Street,Manhattan,10014,"52-56  Gansevoort Street, Manhattan, NY",,,,,,,no,no,yes,2020-07-09T21:56:00Z
10716,both,SHAKING CRAB,undefined,2869 BROADWAY,Manhattan,10025,"2869 BROADWAY, Manhattan, NY",12,7,84,6,8,48,yes,yes,yes,2020-08-28T22:51:00Z
8516,both,SUSHIGAMA,1403,2nd Ave,Manhattan,10021,"1403 2nd Ave , Manhattan, NY",50,8,400,50,8,400,yes,yes,yes,2020-07-16T02:56:00Z
10507,roadway,The Beatrice Inn,283,West 12th Street,Manhattan,10014,"283 West 12th Street, Manhattan, NY",,,,19,8,152,no,yes,yes,2020-08-21T17:07:00Z
5853,both,Milkflower,3412,31st Avenue,Queens,11106,"3412 31st Avenue , Queens, NY",10,10,100,20,8,160,yes,yes,yes,2020-06-27T01:02:00Z
6568,sidewalk,George's Family Restaurant,3000,Buhre Avenue,Bronx,10461,"3000 Buhre Avenue, Bronx, NY",43,6,258,,,,yes,no,yes,2020-06-30T21:44:00Z
5031,sidewalk,Chikurin,1702,Ave Z,Brooklyn,11235,"1702 Ave Z, Brooklyn, NY",87,10,870,,,,yes,no,yes,2020-06-24T23:43:00Z
2410,sidewalk,Yours Sincerely,41,Wilson,Brooklyn,11237,"41  Wilson , Brooklyn, NY",18,12,216,,,,yes,no,yes,2020-06-20T22:25:00Z
9041,both,AAjing,689,9Ave,Manhattan,10036,"689  9Ave, Manhattan, NY",4,6,24,4,6,24,yes,yes,yes,2020-07-21T20:04:00Z
3875,sidewalk,AREPPAS 2 LLC,115,EAST 23RD STREET,Manhattan,10010,"115  EAST 23RD STREET, Manhattan, NY",13,20,260,,,,yes,no,yes,2020-06-22T23:49:00Z
2907,both,las delicias bakery,1801,College Point,Queens,11356,"1801 College Point, Queens, NY",100,3,300,90,8,720,yes,yes,yes,2020-06-21T21:04:00Z
2705,both,GIARDINO 54,400,WEST 54th STREET,Manhattan,10019,"400 WEST 54th STREET, Manhattan, NY",18,5,90,18,8,144,yes,yes,yes,2020-06-21T04:38:00Z
5285,sidewalk,TGI Friday's,211,West 34th Street,Manhattan,10001,"211 West 34th Street, Manhattan, NY",25,19,475,,,,yes,no,yes,2020-06-25T18:47:00Z
4069,both,Joseph Leonard,170,Waverly Place,Manhattan,10014,"170 Waverly Place, Manhattan, NY",21,4,84,28,8,224,yes,yes,yes,2020-06-23T03:57:00Z
8065,both,Uncle Jacks Meat House,36-16,Ditmars,Queens,11105,"36-16 Ditmars, Queens, NY",36,8,288,36,8,288,yes,yes,yes,2020-07-11T17:37:00Z
9650,both,Seis Vecinos Restaurant,640,Prospect Ave,Bronx,10455,"640 Prospect Ave, Bronx, NY",95,7,665,32,8,256,yes,yes,yes,2020-07-31T23:28:00Z
7096,sidewalk,Galo Churrasqueira 2 llc,85-30,37th ave,Queens,11372,"85-30 37th ave, Queens, NY",90,7,630,,,,yes,no,yes,2020-07-03T19:08:00Z
2532,both,Sweet Chick,178,LUDLOW,Manhattan,10002,"178 LUDLOW, Manhattan, NY",23,15,345,23,30,690,yes,yes,yes,2020-06-21T00:10:00Z
6646,both,The Auction House,300,East 89th Street,Manhattan,10128,"300  East 89th Street, Manhattan, NY",46,10,460,47,8,376,yes,yes,yes,2020-07-01T06:28:00Z
4360,both,Maison Harlem,341,St. Nicholas Avenue,Manhattan,10027,"341 St. Nicholas Avenue , Manhattan, NY",34,8,272,26,8,208,yes,yes,yes,2020-06-23T20:52:00Z
7384,both,New Grand Buffet,3445,48th Street,Queens,11101,"3445 48th Street, Queens, NY",30,4,120,30,6,180,yes,yes,yes,2020-07-06T18:53:00Z
7442,both,Ramen Goku,435,Park Ave S,Manhattan,10016,"435 Park Ave S, Manhattan, NY",18,3,54,12,4,48,yes,yes,yes,2020-07-06T23:11:00Z
3974,sidewalk,PASTRIZIAS OF MASPETH,69-35,GRAND AVE,Queens,11378,"69-35 GRAND AVE, Queens, NY",120,6,720,,,,yes,no,yes,2020-06-23T01:29:00Z
2760,sidewalk,Adoro Lei,287,Hudson Street,Manhattan,10013,"287  Hudson Street, Manhattan, NY",18,12,216,,,,yes,no,yes,2020-06-21T15:53:00Z
3174,both,Ribalta,48 E,12th Street,Manhattan,10003,"48 E 12th Street, Manhattan, NY",80,12,960,50,10,500,yes,yes,yes,2020-06-22T05:51:00Z
2721,both,Kandela,150-03,Cross bay boulevard,Queens,11417,"150-03  Cross bay boulevard , Queens, NY",50,15,750,50,8,400,yes,yes,yes,2020-06-21T06:10:00Z
4074,both,Tribeca Tavern,15,6TH Avenue,Manhattan,10013,"15 6TH Avenue, Manhattan, NY",32,13,416,32,8,256,yes,yes,yes,2020-06-23T04:10:00Z
7333,both,Uncle Tony's Pizza,1596,Amsterdam Ave,Manhattan,10031,"1596 Amsterdam Ave, Manhattan, NY",14,12,168,14,8,112,yes,yes,yes,2020-07-06T02:17:00Z
6057,both,CAJUNSEA,32W,33RD ST,Manhattan,10001,"32W 33RD ST, Manhattan, NY",26,3,78,31,8,248,yes,yes,yes,2020-06-28T00:53:00Z
8512,openstreets,Spot Dessert Bar,13,St Marks Place,Manhattan,10003,"13 St Marks Place, Manhattan, NY",,,,,,,no,no,yes,2020-07-16T02:27:00Z
5619,both,LUNA'S FOOD CORP,7702,ROOSEVELT AVE,Queens,11372,"7702 ROOSEVELT AVE, Queens, NY",18,3,54,12,6,72,yes,yes,yes,2020-06-26T15:40:00Z
6537,sidewalk,Momofuku Ko,8,Extra Place,Manhattan,10003,"8 Extra Place, Manhattan, NY",104,18,1872,,,,yes,no,yes,2020-06-30T20:09:00Z
3473,both,Pommes Frites,128,Macdougal Street,Manhattan,10012,"128 Macdougal Street, Manhattan, NY",13,5,65,13,5,65,yes,yes,yes,2020-06-22T19:22:00Z
9223,openstreets,Existing Conditions,35,West 8th Street,Manhattan,10011,"35 West 8th Street, Manhattan, NY",,,,,,,no,no,yes,2020-07-23T23:05:00Z
10459,both,The Uptown Garrison Inc,821,West 181st Street,Manhattan,10033,"821 West 181st Street, Manhattan, NY",30,12,360,30,8,240,yes,yes,yes,2020-08-20T01:01:00Z
4552,sidewalk,R40 Argentinian Restaurant Corp,47-16,Vernon blvd,Queens,11101,"47-16  Vernon blvd, Queens, NY",26,15,390,,,,yes,no,yes,2020-06-24T00:09:00Z
8494,openstreets,Hangawi Restaurant,12 East,32nd St,Manhattan,10016,"12 East 32nd St, Manhattan, NY",,,,,,,no,no,yes,2020-07-16T01:07:00Z
2584,sidewalk,Le Song,443,W 15th Street,Manhattan,10011,"443  W 15th Street, Manhattan, NY",45,15,675,,,,yes,no,yes,2020-06-21T01:09:00Z
2221,sidewalk,Super Taco deli restaurant corp.,261,kings highway,Brooklyn,11223,"261  kings highway, Brooklyn, NY",45,32,1440,,,,yes,no,yes,2020-06-20T19:46:00Z
6152,both,Zoob Zib Thai Authentic Noodle Bar,460,9 ave,Manhattan,10018,"460 9 ave, Manhattan, NY",18,8,144,18,8,144,yes,yes,yes,2020-06-28T22:38:00Z
2005,both,Sojourn,244,E79th st,Manhattan,10075,"244 E79th st, Manhattan, NY",15,8,120,20,8,160,yes,yes,yes,2020-06-20T07:23:00Z
5551,sidewalk,The Blasket,1085,2nd ave,Manhattan,10022,"1085 2nd ave, Manhattan, NY",15,5,75,,,,yes,no,yes,2020-06-26T01:58:00Z
7091,openstreets,Estrellita Poblana,2328,Arthur Ave,Bronx,10458,"2328 Arthur Ave , Bronx, NY",,,,,,,no,no,yes,2020-07-03T18:40:00Z
6748,both,Sabor de Cuba,3703,31 Avenue,Queens,11103,"3703 31 Avenue, Queens, NY",35,8,280,35,8,280,yes,yes,yes,2020-07-01T22:19:00Z
2412,sidewalk,Liman Restaurant,2710,Emmons Avenue,Brooklyn,11235,"2710 Emmons Avenue, Brooklyn, NY",24,8,192,,,,yes,no,yes,2020-06-20T22:27:00Z
9076,both,The Wolfhound,38-14,38 Street,Queens,11103,"38-14 38 Street, Queens, NY",14,8,112,14,8,112,yes,yes,yes,2020-07-21T23:35:00Z
8846,openstreets,Giano Restaurant,126 E,east 7th street,Manhattan,10009,"126 E east 7th street, Manhattan, NY",,,,,,,no,no,yes,2020-07-18T19:35:00Z
4846,both,27 SPORTS BAR AND CAFE INC.,2,MOUNT EDEN,Bronx,10457,"2  MOUNT EDEN, Bronx, NY",70,15,1050,61,8,488,yes,yes,yes,2020-06-24T19:20:00Z
6772,roadway,LIDO RESTAURANT,2168,Frederick Douglass Blvd,Manhattan,10026,"2168 Frederick Douglass Blvd, Manhattan, NY",,,,54,8,432,no,yes,yes,2020-07-01T23:15:00Z
9981,openstreets,White Tiger,601,Vanderbilt Ave,Brooklyn,11238,"601  Vanderbilt Ave, Brooklyn, NY",,,,,,,no,no,yes,2020-08-07T18:23:00Z
8007,sidewalk,Taco Dumbo,1385,Broadway,Manhattan,10018,"1385 Broadway, Manhattan, NY",18,21,378,,,,yes,no,yes,2020-07-10T18:54:00Z
3817,both,ALLEVA DAIRY INC,188,GRAND STREET,Manhattan,10013,"188  GRAND STREET, Manhattan, NY",70,16,1120,70,8,560,yes,yes,yes,2020-06-22T23:00:00Z
4882,sidewalk,Starbucks Reserve,1,7th Avenue,Manhattan,10011,"1 7th Avenue, Manhattan, NY",66,10,660,,,,yes,no,yes,2020-06-24T20:18:00Z
6588,both,Phayul Himalaya Restaurant II Inc,37-59,74th Street,Queens,11372,"37-59 74th Street, Queens, NY",45,7,315,45,8,360,yes,yes,yes,2020-06-30T22:53:00Z
3165,both,K CAFE CORP,5684,RIVERDALE AVENUE,Bronx,10471,"5684 RIVERDALE AVENUE, Bronx, NY",54,8,432,54,8,432,yes,yes,yes,2020-06-22T04:58:00Z
2473,roadway,Dolly Varden,302,W 51st Street,Manhattan,10019,"302 W 51st Street, Manhattan, NY",,,,33,8,264,no,yes,yes,2020-06-20T23:15:00Z
3969,sidewalk,Divino,164-02,Cross Bay Blvd,Queens,11414,"164-02  Cross Bay Blvd, Queens, NY",60,15,900,,,,yes,no,yes,2020-06-23T01:24:00Z
2382,both,peppinos brick oven,7708,3rd ave,Brooklyn,11209,"7708 3rd ave, Brooklyn, NY",40,8,320,40,8,320,yes,yes,yes,2020-06-20T22:04:00Z
7312,both,Sao Mai,203,1st ave,Manhattan,10003,"203 1st ave, Manhattan, NY",17,15,255,17,8,136,yes,yes,yes,2020-07-05T21:34:00Z
9924,roadway,Aged steakhouse,107-02,70th road,Queens,11375,"107-02  70th road , Queens, NY",,,,30,8,240,no,yes,yes,2020-08-06T22:57:00Z
3820,sidewalk,Ronin Stones,69A,Clinton St,Manhattan,10002,"69A Clinton St, Manhattan, NY",10,10,100,,,,yes,no,yes,2020-06-22T23:02:00Z
6830,both,Mezzaluna,1295,1295 Third Avenue,Manhattan,10021,"1295 1295 Third Avenue, Manhattan, NY",55,7,385,14,8,112,yes,yes,yes,2020-07-02T03:45:00Z
9673,sidewalk,Dive Bar,732,Amsterdam Avenue,Manhattan,10025,"732 Amsterdam Avenue, Manhattan, NY",20,18,360,,,,yes,no,yes,2020-08-01T20:12:00Z
6551,both,1 OR 8,229,Dekalb Avenue,Brooklyn,11205,"229 Dekalb Avenue, Brooklyn, NY",78,9,702,51,8,408,yes,yes,yes,2020-06-30T21:14:00Z
6645,both,EL TIMBIRICHI RESTAURANT CORP.,168,EAST 174TH STREET,Bronx,10457,"168 EAST 174TH STREET, Bronx, NY",13,10,130,10,6,60,yes,yes,yes,2020-07-01T06:06:00Z
5737,both,HYUN,10,EAST 33RD STREET,Manhattan,10016,"10 EAST 33RD STREET, Manhattan, NY",21,6,126,21,8,168,yes,yes,yes,2020-06-26T21:14:00Z
9524,sidewalk,Thai Chella,712,9th Avenue,Manhattan,10019,"712 9th Avenue, Manhattan, NY",10,6,60,,,,yes,no,yes,2020-07-29T22:08:00Z
5133,both,Elsayed $ LLC,416,W 46th Street,Manhattan,10036,"416  W 46th Street, Manhattan, NY",20,16,320,20,8,160,yes,yes,yes,2020-06-25T02:20:00Z
4965,sidewalk,Crown Shy,70,Pine Street,Manhattan,10005,"70 Pine Street , Manhattan, NY",75,11,825,,,,yes,no,yes,2020-06-24T22:03:00Z
8871,roadway,547 LENOX BARBQ REST CORP,547,LENOX AVENUE,Manhattan,10037,"547  LENOX AVENUE , Manhattan, NY",,,,20,8,160,no,yes,yes,2020-07-19T00:56:00Z
9060,both,Westville,333,Hudson Street,Manhattan,10013,"333  Hudson Street, Manhattan, NY",53,5,265,45,8,360,yes,yes,yes,2020-07-21T21:40:00Z
4111,sidewalk,TROPICAL PARADISE BALLROOM,1363,UTICA AVENUE,Brooklyn,11203,"1363  UTICA AVENUE, Brooklyn, NY",45,5,225,,,,yes,no,yes,2020-06-23T06:35:00Z
2162,sidewalk,Franks Tavern,5511,Ave N,Brooklyn,11234,"5511 Ave N , Brooklyn, NY",15,9,135,,,,yes,no,yes,2020-06-20T18:35:00Z
10276,openstreets,Speedy's Cafe,1271,Broadway,Manhattan,10001,"1271 Broadway, Manhattan, NY",,,,,,,no,no,yes,2020-08-15T17:48:00Z
6226,roadway,Sarabeth's,40,Central Park South,Manhattan,10019,"40 Central Park South, Manhattan, NY",,,,32,8,256,no,yes,yes,2020-06-29T16:07:00Z
9081,both,Candelas BK Restaurant,4413,4413 4TH Avenue,Brooklyn,11220,"4413 4413 4TH Avenue, Brooklyn, NY",18,9,162,18,8,144,yes,yes,yes,2020-07-22T00:11:00Z
6541,both,JONGRO BBQ,15514,ROOSEVELT AVE,Queens,11354,"15514  ROOSEVELT AVE, Queens, NY",25,7,175,25,7,175,yes,yes,yes,2020-06-30T20:21:00Z
6860,both,Roey's,1,Perry,Manhattan,10014,"1 Perry, Manhattan, NY",40,7,280,25,8,200,yes,yes,yes,2020-07-02T12:26:00Z
8043,roadway,JIANG HU XIAO CHUAN,13687,37 AVE,Queens,11354,"13687 37 AVE, Queens, NY",,,,18,8,144,no,yes,yes,2020-07-11T00:27:00Z
5278,both,Casa Bocado,341,Broome,Manhattan,10013,"341 Broome, Manhattan, NY",100,10,1000,35,8,280,yes,yes,yes,2020-06-25T18:28:00Z
10042,both,SLAINTE,304,BOWERY,Manhattan,10012,"304 BOWERY, Manhattan, NY",24,11,264,24,8,192,yes,yes,yes,2020-08-08T04:13:00Z
5732,both,Pascalou,1308,Madison,Manhattan,10128,"1308 Madison, Manhattan, NY",16,10,160,16,8,128,yes,yes,yes,2020-06-26T21:01:00Z
4144,both,Takahachi Tribeca Restaurant,145,Duane Street,Manhattan,10013,"145 Duane Street, Manhattan, NY",12,4,48,20,6,120,yes,yes,yes,2020-06-23T15:28:00Z
4345,both,El Castillo De Jagua Restaurant,113,Rivington Street,Manhattan,10002,"113 Rivington Street, Manhattan, NY",16,13,208,16,8,128,yes,yes,yes,2020-06-23T20:43:00Z
6454,both,Mo's Bar and Lounge,80,Lafayette ave,Brooklyn,11217,"80 Lafayette ave, Brooklyn, NY",28,5,140,50,8,400,yes,yes,yes,2020-06-30T04:12:00Z
2775,both,Emilia's Restaurant,2331,Arthur Ave,Bronx,10458,"2331 Arthur Ave, Bronx, NY",25,18,450,25,8,200,yes,yes,yes,2020-06-21T17:08:00Z
2071,both,THE ADIRONDACK,1241,PROSPECT AVE,Brooklyn,11218,"1241 PROSPECT AVE, Brooklyn, NY",21,17,357,21,8,168,yes,yes,yes,2020-06-20T16:09:00Z
4716,sidewalk,Libertador,404,Henry street,Brooklyn,11201,"404 Henry street, Brooklyn, NY",18,10,180,,,,yes,no,yes,2020-06-24T06:03:00Z
2678,both,Erv's on Beekman,2122,Beekman Place,Brooklyn,11225,"2122  Beekman Place, Brooklyn, NY",40,6,240,40,8,320,yes,yes,yes,2020-06-21T03:28:00Z
8784,both,O'Henry's Publick House,10,Minthorne St,Staten Island,10301,"10 Minthorne St, Staten Island, NY",30,8,240,50,8,400,yes,yes,yes,2020-07-17T23:31:00Z
4624,both,Passage Irish Bar & Kitchen,40-11,30th Avenue,Queens,11103,"40-11 30th Avenue, Queens, NY",25,7,175,25,8,200,yes,yes,yes,2020-06-24T01:48:00Z
